,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
239,240,Central Connecticut,NEC,12-16,-7.96,102.4,110.4,63.6,-.040,-7.92,99.9,107.9,-0.00
240,241,Chicago St.,MCon,9-19,-8.09,97.1,105.2,65.5,+.016,-0.36,104.8,105.1,+7.37
241,242,Florida Atlantic,ASun,10-17,-8.12,100.3,108.5,72.9,-.075,-7.58,99.4,107.0,+6.56
242,243,St. Francis NY,NEC,13-15,-8.20,96.8,105.0,69.7,-.028,-8.55,98.4,106.9,-3.34
243,244,Mercer,ASun,16-12,-8.26,102.1,110.3,71.2,+.009,-10.20,97.7,107.9,-6.95
244,245,Weber St.,BSky,14-16,-8.32,101.2,109.6,62.9,+.010,-6.40,98.7,105.1,-2.63
245,246,Idaho,BW,8-22,-8.55,96.0,104.5,63.6,-.049,-0.93,102.1,103.0,-0.92
246,247,Tulane,CUSA,10-18,-8.56,98.9,107.5,67.7,+.019,+1.85,102.9,101.1,-11.62
247,248,Colgate,Pat,12-16,-8.59,99.9,108.5,64.2,+.024,-4.08,99.2,103.3,-0.82
248,249,Coppin St.,MEAC,13-15,-8.71,92.9,101.6,64.1,+.039,-6.33,97.8,104.1,+21.32
249,250,Columbia,Ivy,12-15,-8.89,95.5,104.4,66.1,-.014,-7.65,97.8,105.4,-11.34
250,251,Rhode Island,A10,6-22,-8.91,95.5,104.4,62.0,-.025,+0.25,102.3,102.0,+0.84
251,252,UT Arlington,Slnd,13-15,-8.94,96.9,105.9,68.4,+.012,-3.37,101.3,104.6,+7.29
252,253,Stony Brook,AE,12-17,-9.02,95.8,104.9,64.7,+.037,-4.18,99.1,103.2,-4.81
253,254,Wagner,NEC,13-17,-9.06,94.3,103.3,62.9,+.018,-6.31,100.2,106.5,+2.48
254,255,Texas St.,Slnd,14-14,-9.23,102.1,111.4,61.7,+.031,-5.00,99.2,104.2,+0.67
255,256,Duquesne,A10,8-22,-9.28,102.9,112.2,66.2,-.007,+1.53,103.6,102.1,+1.43
256,257,East Tennessee St.,SC,10-19,-9.31,102.0,111.3,72.3,-.058,-2.88,100.1,103.0,+3.51
257,258,St. Francis PA,NEC,15-13,-9.47,104.5,113.9,64.1,+.076,-7.77,98.9,106.7,+4.42
258,259,Mississippi Valley St.,SWAC,13-14,-9.48,97.8,107.3,65.4,-.064,-12.45,93.2,105.7,+3.22
259,260,Robert Morris,NEC,14-15,-9.65,103.1,112.8,65.4,+.036,-7.69,98.8,106.5,+3.97
260,261,Canisius,MAAC,11-18,-9.65,99.8,109.4,66.6,+.035,-4.56,101.2,105.7,-3.91
261,262,Eastern Washington,BSky,8-20,-9.83,92.5,102.3,63.3,-.093,-2.31,102.7,105.0,+7.35
262,263,Troy,ASun,12-18,-9.95,104.6,114.6,68.8,-.008,-6.15,99.1,105.3,+6.91
263,264,UNC Asheville,BSth,11-17,-10.12,101.0,111.2,68.6,-.009,-4.54,100.0,104.5,+11.07
264,265,UC Davis,ind,11-17,-10.18,101.6,111.8,64.1,+.013,-3.69,100.6,104.3,-2.28
265,266,Stephen F. Austin,Slnd,12-15,-10.43,97.9,108.3,59.3,-.046,-7.44,97.3,104.7,-10.08
266,267,Southern Utah,MCon,13-15,-10.44,101.3,111.8,65.7,+.070,-3.38,102.1,105.4,-4.42
267,268,UC Riverside,BW,9-19,-10.48,93.8,104.3,64.7,+.010,-1.96,102.1,104.1,-4.51
268,269,New Hampshire,AE,9-19,-10.50,97.8,108.3,66.4,-.024,-2.91,100.1,103.0,+0.46
269,270,Norfolk St.,MEAC,13-14,-11.23,91.6,102.8,63.8,-.026,-12.68,94.3,107.0,-0.09
270,271,New Mexico St.,SB,6-24,-11.30,97.1,108.4,67.9,-.041,+1.61,104.3,102.6,+2.16
271,272,Liberty,BSth,13-15,-11.42,97.3,108.7,68.6,+.096,-6.10,99.2,105.3,+3.65
272,273,Coastal Carolina,BSth,10-19,-11.97,99.4,111.4,67.7,-.027,-5.65,99.5,105.2,+1.17
273,274,LIU Brooklyn,NEC,14-15,-12.11,94.1,106.2,68.6,+.080,-8.31,99.2,107.6,-1.26
274,275,Lafayette,Pat,9-19,-12.19,95.2,107.4,71.2,+.019,-1.92,100.8,102.7,+1.26
275,276,Lipscomb,ASun,16-12,-12.30,95.5,107.8,64.1,+.090,-11.28,97.1,108.4,-17.19
276,277,Texas Pan American,ind,12-16,-12.47,98.1,110.6,67.4,+.018,-3.56,101.2,104.8,+0.34
277,278,Alabama A&M 16,SWAC,15-14,-12.49,90.5,102.9,72.8,-.023,-14.52,92.4,106.9,+1.14
278,279,Sacramento St.,BSky,12-16,-12.53,95.4,108.0,70.3,+.087,-6.24,99.0,105.3,-1.50
279,280,San Jose St.,WAC,6-23,-12.57,94.9,107.4,64.4,+.031,+1.93,104.4,102.4,+0.14
280,281,Elon,SC,8-23,-12.67,92.0,104.7,62.7,+.021,-1.95,102.4,104.4,+4.52
281,282,Dartmouth,Ivy,10-17,-12.71,94.5,107.2,61.0,+.083,-3.43,100.3,103.7,-2.60
282,283,Stetson,ASun,10-17,-12.82,96.4,109.2,66.0,+.015,-5.93,100.4,106.3,+11.58
283,284,Navy,Pat,9-19,-12.94,94.7,107.6,73.4,-.027,-7.27,97.6,104.9,-9.64
284,285,Siena,MAAC,6-24,-13.22,92.9,106.1,66.1,+.013,-1.88,102.8,104.7,+1.96
285,286,Jacksonville St.,OVC,7-22,-13.41,99.9,113.3,66.5,-.075,-3.08,102.1,105.1,-1.35
286,287,UMBC,AE,11-18,-13.48,94.2,107.7,63.7,+.065,-5.40,98.8,104.2,-13.15
287,288,Charleston Southern,BSth,13-17,-13.52,90.3,103.8,61.4,+.106,-6.41,99.5,105.9,-1.17
288,289,Jacksonville,ASun,16-13,-13.63,92.9,106.5,71.1,+.129,-9.65,98.3,107.9,-3.67
289,290,William & Mary,CAA,8-21,-13.85,94.4,108.2,66.7,-.036,-3.51,100.2,103.7,-8.50
290,291,Radford,BSth,12-16,-14.00,98.1,112.1,65.6,+.037,-8.24,98.1,106.3,-5.26
291,292,IPFW,ind,7-22,-14.04,94.7,108.7,65.6,-.043,-1.12,103.5,104.6,+3.33
292,293,Louisiana Monroe,Slnd,8-19,-14.18,95.9,110.0,64.8,-.070,-4.08,100.9,105.0,+0.00
293,294,Morehead St.,OVC,11-16,-14.26,95.7,110.0,64.9,+.033,-3.72,102.3,106.0,-1.05
294,295,Western Carolina,SC,8-22,-14.34,92.6,106.9,70.5,-.004,-2.57,101.5,104.1,+4.51
295,296,Quinnipiac,NEC,10-17,-14.34,100.1,114.5,69.9,-.009,-9.02,98.2,107.2,-3.80
296,297,Morgan St.,MEAC,14-15,-14.36,92.0,106.3,67.7,+.045,-12.16,94.4,106.6,-0.98
297,298,Towson,CAA,5-24,-15.02,96.0,111.0,64.3,-.062,-3.44,99.7,103.2,-6.39
298,299,Jackson St.,SWAC,14-16,-15.24,89.6,104.8,69.6,+.058,-12.45,93.9,106.3,+1.14
299,300,Grambling St.,SWAC,14-10,-15.43,93.6,109.0,68.3,+.122,-15.15,91.1,106.2,+8.65
300,301,Alabama St.,SWAC,13-14,-15.76,87.1,102.8,61.8,+.083,-12.85,93.7,106.6,+1.14
301,302,Florida A&M,MEAC,14-15,-15.78,96.0,111.8,67.7,+.101,-11.21,94.1,105.3,+11.93
302,303,The Citadel,SC,12-16,-15.78,90.7,106.5,68.3,+.012,-5.93,98.9,104.8,-14.88
303,304,Tennessee Martin,OVC,6-21,-15.83,96.7,112.5,67.1,-.004,-1.50,103.5,105.0,+3.23
304,305,Southern,SWAC,12-14,-16.32,90.8,107.1,67.9,+.004,-13.75,92.0,105.7,-0.21
305,306,Loyola MD,MAAC,6-22,-16.88,90.6,107.5,69.7,+.035,-4.59,101.7,106.3,-6.80
306,307,Northern Colorado,ind,8-21,-16.97,96.0,113.0,67.1,-.021,+1.61,103.8,102.2,+11.46
307,308,Idaho St.,BSky,9-18,-17.04,90.6,107.6,65.8,-.017,-7.03,99.6,106.7,-5.22
308,309,Mount St. Mary's,NEC,7-20,-17.48,94.7,112.2,64.8,-.049,-9.38,97.9,107.3,-6.68
309,310,Hartford,AE,8-20,-17.60,92.1,109.7,65.0,+.014,-4.37,99.2,103.6,-7.32
310,311,Cal Poly,BW,5-22,-17.87,96.8,114.7,71.2,+.003,-1.07,101.9,103.0,-3.80
311,312,James Madison,CAA,6-22,-18.32,92.2,110.6,64.7,-.002,-2.58,100.9,103.5,-4.10
312,313,Bethune Cookman,MEAC,13-17,-18.38,90.7,109.1,67.2,+.073,-12.40,93.3,105.7,-4.40
313,314,Texas Southern,SWAC,11-14,-18.42,93.8,112.2,67.1,+.050,-14.85,91.1,105.9,-2.45
314,315,Sacred Heart,NEC,4-23,-18.48,90.3,108.8,68.8,-.068,-7.72,99.7,107.4,-0.06
315,316,VMI,BSth,9-18,-18.53,91.4,109.9,66.7,-.002,-9.51,97.5,107.0,-9.51
316,317,Nicholls St.,Slnd,6-21,-18.63,95.6,114.3,70.8,-.104,-4.67,99.6,104.3,-1.23
317,318,Youngstown St.,Horz,5-23,-19.54,92.2,111.8,64.2,-.001,-0.65,103.2,103.8,-5.06
318,319,Centenary,MCon,3-24,-19.89,93.5,113.4,66.0,-.033,-0.71,104.5,105.2,+3.67
319,320,North Carolina A&T,MEAC,6-23,-20.49,83.1,103.6,73.2,-.024,-9.68,97.0,106.7,+4.46
320,321,St. Bonaventure,A10,2-26,-21.17,92.7,113.9,68.0,-.012,+0.38,103.1,102.7,-1.39
321,322,Arkansas Pine Bluff,SWAC,6-20,-22.97,83.9,106.8,66.6,-.038,-11.12,94.2,105.3,+12.64
322,323,Campbell,ASun,2-25,-23.46,87.9,111.4,67.4,-.084,-6.68,100.0,106.7,+5.75
323,324,Howard,MEAC,5-23,-25.43,89.2,114.6,68.7,-.026,-11.84,94.4,106.2,-4.46
324,325,Army,Pat,3-24,-26.29,88.6,114.9,61.4,-.079,-5.10,98.7,103.8,-7.92
325,326,Prairie View A&M,SWAC,5-23,-26.71,80.7,107.5,67.9,-.014,-11.03,94.2,105.3,+5.48
326,327,Alcorn St.,SWAC,7-22,-27.05,79.0,106.1,68.9,+.027,-12.69,94.4,107.1,-0.69
327,328,Longwood,ind,1-30,-27.87,84.2,112.1,71.0,-.024,-7.06,100.2,107.3,-5.87
328,329,Savannah St.,ind,0-28,-37.19,78.6,115.8,70.6,-.019,-8.36,97.3,105.7,-8.70
329,330,Maryland Eastern Shore,MEAC,2-26,-37.94,78.9,116.8,70.2,+.008,-11.43,95.1,106.6,-5.01
